Long Code Stop;Stop;Municipality;Country;Didoc Code;Coordonnées;Actif
PREC00;Pregnin, école;SAINT-GENIS-POUILLY;FR;1402497;46.266186, 6.039332;Y
PREL00;La Prêle;COLLEX-BOSSY;CH;8592721;46.267471, 6.125127;Y
PRGM00;Meyrin-Gare;MEYRIN;CH;8595029;46.22171, 6.077002;Y
PRGM01;Meyrin-Gare;MEYRIN;CH;8595029;46.221588, 6.076862;Y
PRGM06;Meyrin-Gare;MEYRIN;CH;8595029;46.221684, 6.075006;Y
SADN00;Sauverny-Douane;VERSOIX;CH;8595670;46.3111, 6.120555;Y
PRLA00;La Pralay;GENTHOD;CH;8592932;46.268585, 6.15835;Y
PRMO00;Pré-Monnard;LANCY;CH;8592993;46.186295, 6.116579;Y
SAUS01;Saussac;TROINEX;CH;8593127;46.161636, 6.148471;Y
PRPI01;Pré-Picot;COLOGNY;CH;8507355;46.203934, 6.175056;Y
SCHA01;Seuchat;COLLEX-BOSSY;CH;8592722;46.273903, 6.122727;Y
PRRI01;Prairie;GENÈVE;CH;8592890;46.208565, 6.135931;Y
SEFE00;Sézenove-Ferrand;BERNEX;CH;8595224;46.165539, 6.054941;Y
PRTN00;Printanière;AVULLY;CH;8592629;46.173504, 6.00554;Y
PRTN01;Printanière;AVULLY;CH;8592629;46.173477, 6.005515;Y
SEUJ00;Seujet;GENÈVE;CH;8592904;46.203949, 6.132179;Y
SEUJ01;Seujet;GENÈVE;CH;8592904;46.203999, 6.132451;Y
PRVG01;Veigy-Douane;VEIGY-FONCENEX;FR;1401326;46.276173, 6.246283;Y
SEZG01;Sézegnin-Village;AVUSY;CH;8587089;46.144176, 6.011293;Y
PRVT01;Préventorium;LANCY;CH;8592994;46.172913, 6.133078;Y
SGAN01;Saint-Genis, Allondon Nord;SAINT-GENIS-POUILLY;FR;1402499;46.263676, 6.030537;Y
PSAC01;Petit-Saconnex;GENÈVE;CH;8592880;46.223125, 6.1284;Y
SGAS00;Saint-Genis, Allondon Sud;SAINT-GENIS-POUILLY;FR;1402500;46.254555, 6.027141;Y
SGBO00;Sergy-Centre;SERGY;FR;1401801;46.252789, 5.999238;Y
SGNY01;Ségny-Centre;SÉGNY;FR;1401800;46.295513, 6.076231;Y
PSGE03;Presinge-Village;PRESINGE;CH;8587085;46.21944, 6.253228;Y
PSIE01;Pont de Sierne;VEYRIER;CH;8593210;46.178596, 6.182016;Y
SHUM01;Saint-Genis-Schuman;SAINT-GENIS-POUILLY;FR;1401793;46.242607, 6.034647;Y
PSTA01;Parc Stagni;CHÊNE-BOUGERIES;CH;8592698;46.195904, 6.186772;Y
SIGL01;SIG Lignon;VERNIER;CH;8593171;46.206364, 6.103134;Y
PSUD01;Plein-Sud;THÔNEX;CH;8593121;46.202221, 6.218308;Y
SIGN00;Signal;VERNIER;CH;8595052;46.220051, 6.085119;Y
